m:lava,-1,-5000,-5000,5000,5000,desert,255,3.360000,60000,0;
p:47,23,18,20;
48:1875,252,21,198,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
49:1699,192,51,137,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
50:1489,412,79,41,-0.667588,1,50,stone,0,0,0,0,0,255,255,160,0,0,-1,0;
51:1716,329,15,35,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
52:1728,308,36,37,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
53:1738,273,36,37,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
54:1841,420,56,53,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
55:1853,387,39,35,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
56:1621,437,105,18,0.000000,0,13,spike,0,0,0,0,0,255,255,255,255,0,-1,0;
57:1753,438,104,12,0.000000,0,13,spike,0,0,0,0,0,255,255,255,255,0,-1,0;
58:1725,423,29,36,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
59:1510,215,25,25,0.000000,0,50,Bcheck,0,2,0,0,0,0,255,255,255,0,-1,0;
60:1827,290,10,98,0.000000,0,36,wood,0,0,5,0,1,255,255,255,255,0,-1,0;
61:1842,268,39,35,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
62:1827,252,48,14,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
63:1831,307,46,12,0.000000,0,50,stone,0,0,0,0,0,255,255,255,255,0,-1,0;
64:1834,362,46,12,0.000000,0,50,stone,0,0,0,0,0,255,255,255,255,0,-1,0;
65:1641,310,36,37,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
66:1658,326,60,5,0.000000,0,50,wood,0,0,0,13,0,255,36,255,255,0,-1,0;
67:1753,422,27,28,-1.570795,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
68:1671,423,54,28,-1.570795,1,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
69:1086,215,25,25,0.000000,0,50,crate,1,0,0,0,1,255,255,255,255,0,-1,0;
70:1086,202,14,13,0.000000,0,50,crate,1,0,0,0,1,255,255,255,255,0,-1,0;
71:2213,449,361,179,0.000000,0,50,stone,0,0,56,100,1,255,255,255,255,0,-1,0;
72:2451,193,123,259,0.000000,0,50,stone,0,0,46,0,1,255,255,255,255,0,-1,0;
73:1894,297,597,151,0.000000,0,50,Lava,0,0,0,0,0,80,0,244,236,0,-1,0;
74:1892,297,600,155,0.000000,0,50,None,0,0,0,0,0,102,0,142,236,0,-1,0;
75:2001,193,65,181,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
76:2015,350,36,37,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,2,10;
77:2074,449,75,26,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
78:2116,268,33,182,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
79:2107,312,36,37,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,3,10;
80:2148,268,241,30,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
81:1894,398,53,54,0.000000,0,50,crate,1,0,0,0,1,255,255,255,255,0,-1,0;
82:1945,423,26,27,0.000000,0,50,crate,1,0,0,0,1,255,255,255,255,0,-1,0;
83:1970,435,55,15,-1.570795,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
84:1895,371,21,27,-1.570795,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
85:2062,435,55,15,-1.570795,1,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
86:2046,352,28,27,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,4,16;
87:2148,240,32,28,-0.667588,1,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
88:2179,245,5,19,0.000000,1,50,wood,0,0,6,5,1,255,255,255,255,0,-1,0;
89:2241,231,38,38,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
90:2177,247,16,17,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,5,30;
91:2357,241,32,28,-0.667588,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
92:2353,245,5,19,0.000000,1,50,wood,0,0,6,5,1,255,255,255,255,0,-1,0;
93:2279,254,14,16,-1.570795,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
94:2228,252,14,16,-1.570795,1,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
95:2206,293,160,29,0.000000,0,50,stone,0,0,1,63,1,255,255,255,255,0,-1,0;
96:2235,424,167,29,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
97:2321,412,78,13,0.000000,0,13,spike,0,0,0,0,0,255,255,255,255,0,-1,0;
98:2402,405,51,46,0.000000,0,50,stone,0,0,0,73,1,255,255,255,255,0,-1,0;
99:2348,301,36,37,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
100:2258,377,65,61,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
101:2120,269,65,61,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
102:2176,288,65,61,0.000000,0,50,sawblade,1,0,0,0,0,255,255,255,255,3,-1,0;
103:2139,449,76,5,0.000000,0,17,wood,0,0,0,8,0,255,255,255,255,0,-1,0;
104:1543,751,1020,207,0.000000,0,50,stone,0,0,61,70,1,255,255,255,255,0,-1,0;
105:2540,196,523,763,0.000000,0,50,stone,0,0,23,8,1,255,255,255,255,0,-1,0;
106:1543,627,30,128,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
107:2111,661,17,122,0.000000,0,50,stone,0,0,98,93,1,255,255,255,255,0,-1,0;
108:2167,669,17,122,0.000000,0,50,stone,0,0,76,37,1,255,255,255,255,0,-1,0;
109:2184,669,82,83,-0.549778,0,50,stone,0,0,0,50,1,255,255,255,255,0,-1,0;
110:2265,712,175,41,-0.510508,0,50,stone,0,0,25,0,1,255,255,255,255,0,-1,0;
111:1977,671,134,82,-1.570795,1,50,stone,0,0,0,42,1,255,255,255,255,0,-1,0;
112:2133,721,25,25,0.000000,0,50,check,0,1,0,0,0,0,255,255,255,0,-1,0;
113:2126,696,40,10,0.000000,0,50,wood,0,0,11,10,1,255,255,255,255,0,6,0;
114:2126,686,40,10,0.000000,0,50,wood,0,0,11,10,1,255,255,255,255,0,7,0;
115:1925,693,59,6,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
116:2073,534,141,17,0.000000,0,50,Bcheck,0,2,0,0,0,0,255,255,255,0,-1,0;
117:1792,719,67,33,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
118:1858,720,67,33,-1.217366,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
119:1796,671,5,52,-0.039270,0,50,cobble,0,0,0,0,0,255,255,240,196,0,-1,0;
120:1848,673,5,49,0.039270,0,50,cobble,0,0,0,0,0,255,255,240,196,0,-1,0;
121:1929,699,5,53,-0.039270,0,50,cobble,0,0,0,0,0,255,255,240,196,0,-1,0;
122:1971,698,5,53,-0.039270,0,50,cobble,0,0,0,0,0,255,255,240,196,0,-1,0;
123:1791,664,66,7,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
124:1697,689,17,63,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
125:1714,691,15,61,0.000000,0,50,Lava,0,0,0,0,0,80,0,244,236,0,-1,0;
126:1715,690,15,61,0.000000,0,50,None,0,0,0,0,0,80,0,105,236,0,-1,0;
127:1708,690,23,5,0.000000,0,50,wood,0,0,0,3,0,255,123,255,255,0,-1,0;
128:1729,690,5,80,0.000000,0,50,wood,0,0,3,3,0,255,123,255,255,0,-1,0;
129:1697,677,18,13,-1.492255,1,50,stone,0,0,0,28,1,255,255,255,255,0,-1,0;
130:1623,710,75,42,-1.492255,1,50,stone,0,0,0,28,1,255,255,255,255,0,-1,0;
131:2440,731,101,21,0.000000,0,50,stone,0,0,0,13,1,255,255,255,255,0,-1,0;
132:2346,680,52,51,0.000000,0,50,crate,1,0,0,0,1,255,255,255,255,0,-1,0;
133:2378,659,21,21,0.000000,0,50,crate,1,0,0,0,1,255,255,255,255,0,-1,0;
134:2398,690,43,42,0.000000,0,50,crate,1,0,0,0,1,255,255,255,255,0,-1,0;
135:2399,672,31,20,-1.570795,0,50,stone,0,0,0,0,1,255,214,255,29,0,-1,0;
136:1562,791,1050,126,0.000000,0,24,Lava,0,0,0,0,0,255,222,80,236,0,8,20;
137:2106,622,72,10,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
138:2493,687,11,10,0.000000,0,50,None,0,0,0,0,0,255,255,0,0,0,9,0;
139:1613,700,11,10,0.000000,0,50,None,0,0,0,0,0,255,255,0,0,0,10,0;
140:1282,1028,11,10,0.000000,0,50,None,0,0,0,0,0,255,0,255,0,0,-1,0;
141:2960,781,11,10,0.000000,0,50,None,0,0,0,0,0,255,0,255,0,0,-1,0;
142:1514,214,21,23,0.000000,0,50,gem,1,0,0,0,0,255,40,218,229,0,-1,0;
143:2138,512,29,34,0.000000,0,50,gem,1,0,0,0,0,255,40,218,229,0,-1,0;
144:2133,714,29,34,0.000000,0,50,gem,1,0,0,0,0,255,236,218,229,0,-1,0;
145:347,269,118,61,-1.570795,0,50,stone,0,0,0,47,1,255,255,255,255,0,-1,0;
146:850,423,25,27,0.000000,0,50,crate,1,0,0,0,1,255,255,255,255,0,-1,0;
147:-219,257,608,18,0.000000,0,50,cobble,0,0,35,66,1,255,255,255,255,0,-1,0;
148:370,57,17,218,0.000000,0,50,cobble,0,0,35,66,1,255,255,255,255,0,-1,0;
149:475,54,17,218,0.000000,0,50,cobble,0,0,35,66,1,255,255,255,255,0,-1,0;
150:-87,-62,38,108,-0.510508,0,50,sand,0,0,0,0,1,255,255,255,255,0,-1,0;
151:131,-18,54,71,0.000000,0,50,cactus,1,0,0,0,0,255,255,255,255,0,-1,0;
152:177,16,30,32,0.000000,0,50,cactus,1,0,0,0,0,255,255,255,255,0,-1,0;
153:-34,13,30,32,0.000000,0,50,cactus,1,0,0,0,0,255,255,255,255,0,-1,0;
154:509,-22,65,75,0.000000,0,50,cactus,1,0,0,0,0,255,255,255,255,0,-1,0;
155:703,-236,348,117,-0.392699,1,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
t1:1606,692,25,25,0,12,11,0,139,0,0,0;
t2:1608,692,19,20,0,0,10,0,140,0,0,0;
t3:2490,682,20,22,0,12,9,0,141,0,0,0;
t4:2489,682,21,21,0,12,11,0,138,0,0,0;
t5:2490,682,18,21,0,12,-1,50,114,0,0,0;
t6:2490,682,18,21,0,12,-1,0,114,0,884,0;
t7:1607,692,21,20,0,12,-1,0,113,0,884,0;
t8:1608,692,19,20,0,12,-1,50,113,0,0,0;
d0:1569,253,309,197,1,1,480,0,-1,0;
d1:1894,297,577,155,1,1,420,0,-1,0;
d2:1714,689,16,64,1,1,480,0,-1,0;
d3:578,-129,62,143,2,1,1020,0,-1,0;
d4:-98,-101,62,143,0,1,1020,0,-1,0;
k0:512,487,1050,126,0,0,20;
k1:1308,240,33,10,0,-1,0;
k2:1382,240,31,9,0,-1,0;
k3:1621,439,103,10,0,-1,0;
k4:1754,439,103,10,0,-1,0;
k5:1743,280,25,25,0,-1,0;
k6:1647,317,25,25,0,-1,0;
k7:1734,314,25,25,0,-1,0;
k8:1849,274,25,25,0,-1,0;
k9:1860,392,25,25,0,-1,0;
k10:1850,426,36,40,0,-1,0;
k11:2021,356,25,25,0,2,10;
k12:2113,318,25,25,0,3,10;
k13:2048,353,25,25,0,4,16;
k14:2180,249,10,12,0,5,30;
k15:2352,306,26,26,0,-1,0;
k16:2266,389,47,45,0,-1,0;
k17:2324,414,72,13,0,-1,0;
k18:2185,296,45,43,0,-1,0;
k19:2136,285,36,33,0,-1,0;
k20:1563,793,1049,122,0,8,20;
n0:0,1025,538,1026,386;
n1:0,1275,314,1318,314;
n2:0,2021,356,2021,440;
n3:0,2113,318,2050,318;
n4:0,2048,353,2098,436;
n5:0,2173,243,2228,243,2228,216,2268,216,2268,243,2339,243;
n6:0,2134,689,2179,689;
n7:0,2134,679,2179,679;
n8:0,2075,842,2074,718;
n9:0,2486,680;
n10:0,1606,693;
n11:0,1180,1022;
/
